nationality,list,talker,vowel,sentNum,blockName,word,ques,correctAns,photo1,photo2,stimTypeA,triggerA,sentA,stimTypeB,triggerB,sentB,stimTypeC,triggerC,sentC,stimTypeD,triggerD,sentD,stimTypeE,triggerE,sentE,stimTypeF,triggerF,sentF
AM,AM1,S2,AU,15,AM_B4,scouts,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,mp,14,sentBlocks\SentenceStim\S2_AU_15_mp.wav,rs,15,sentBlocks\SentenceStim\S2_AU_15_rs.wav,ur,16,sentBlocks\SentenceStim\S2_AU_15_ur.wav,mp,14,sentBlocks\SentenceStim\S2_AU_15_mp.wav,rs,15,sentBlocks\SentenceStim\S2_AU_15_rs.wav,ur,16,sentBlocks\SentenceStim\S2_AU_15_ur.wav
AM,AM1,S2,AU,20,AM_B4,workouts,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,ur,16,sentBlocks\SentenceStim\S2_AU_20_ur.wav,mp,14,sentBlocks\SentenceStim\S2_AU_20_mp.wav,rs,15,sentBlocks\SentenceStim\S2_AU_20_rs.wav,ur,16,sentBlocks\SentenceStim\S2_AU_20_ur.wav,mp,14,sentBlocks\SentenceStim\S2_AU_20_mp.wav,rs,15,sentBlocks\SentenceStim\S2_AU_20_rs.wav
AM,AM1,S2,AI,24,AM_B4,hike,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,rs,12,sentBlocks\SentenceStim\S2_AI_24_rs.wav,ur,13,sentBlocks\SentenceStim\S2_AI_24_ur.wav,mp,11,sentBlocks\SentenceStim\S2_AI_24_mp.wav,rs,12,sentBlocks\SentenceStim\S2_AI_24_rs.wav,ur,13,sentBlocks\SentenceStim\S2_AI_24_ur.wav,mp,11,sentBlocks\SentenceStim\S2_AI_24_mp.wav
AM,AM1,S2,AI,25,AM_B4,invites,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,mp,11,sentBlocks\SentenceStim\S2_AI_25_mp.wav,rs,12,sentBlocks\SentenceStim\S2_AI_25_rs.wav,ur,13,sentBlocks\SentenceStim\S2_AI_25_ur.wav,mp,11,sentBlocks\SentenceStim\S2_AI_25_mp.wav,rs,12,sentBlocks\SentenceStim\S2_AI_25_rs.wav,ur,13,sentBlocks\SentenceStim\S2_AI_25_ur.wav
AM,AM2,S3,filler,3,AM_B4,chapstick,Does she like Hawaiian pizza?,1,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,lc,28,sentBlocks\SentenceStim\S3_filler_03_lc.wav,lc,28,sentBlocks\SentenceStim\S3_filler_03_lc.wav,lc,28,sentBlocks\SentenceStim\S3_filler_03_lc.wav,hc,27,sentBlocks\SentenceStim\S3_filler_03_hc.wav,hc,27,sentBlocks\SentenceStim\S3_filler_03_hc.wav,hc,27,sentBlocks\SentenceStim\S3_filler_03_hc.wav
AM,AM2,S3,filler,6,AM_B4,games,Does she get together with friends every week?,0,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,hc,27,sentBlocks\SentenceStim\S3_filler_06_hc.wav,hc,27,sentBlocks\SentenceStim\S3_filler_06_hc.wav,hc,27,sentBlocks\SentenceStim\S3_filler_06_hc.wav,lc,28,sentBlocks\SentenceStim\S3_filler_06_lc.wav,lc,28,sentBlocks\SentenceStim\S3_filler_06_lc.wav,lc,28,sentBlocks\SentenceStim\S3_filler_06_lc.wav
AM,AM2,S3,filler,7,AM_B4,lost,Is she working on managing her time better?,1,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,lc,28,sentBlocks\SentenceStim\S3_filler_07_lc.wav,lc,28,sentBlocks\SentenceStim\S3_filler_07_lc.wav,lc,28,sentBlocks\SentenceStim\S3_filler_07_lc.wav,hc,27,sentBlocks\SentenceStim\S3_filler_07_hc.wav,hc,27,sentBlocks\SentenceStim\S3_filler_07_hc.wav,hc,27,sentBlocks\SentenceStim\S3_filler_07_hc.wav
AM,AM2,S3,AU,17,AM_B4,scouts,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,ur,26,sentBlocks\SentenceStim\S3_AU_17_ur.wav,mp,24,sentBlocks\SentenceStim\S3_AU_17_mp.wav,rs,25,sentBlocks\SentenceStim\S3_AU_17_rs.wav,ur,26,sentBlocks\SentenceStim\S3_AU_17_ur.wav,mp,24,sentBlocks\SentenceStim\S3_AU_17_mp.wav,rs,25,sentBlocks\SentenceStim\S3_AU_17_rs.wav
AM,AM2,S3,AU,20,AM_B4,workout,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,rs,25,sentBlocks\SentenceStim\S3_AU_20_rs.wav,ur,26,sentBlocks\SentenceStim\S3_AU_20_ur.wav,mp,24,sentBlocks\SentenceStim\S3_AU_20_mp.wav,rs,25,sentBlocks\SentenceStim\S3_AU_20_rs.wav,ur,26,sentBlocks\SentenceStim\S3_AU_20_ur.wav,mp,24,sentBlocks\SentenceStim\S3_AU_20_mp.wav
AM,AM2,S3,AI,22,AM_B4,device,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,mp,21,sentBlocks\SentenceStim\S3_AI_22_mp.wav,rs,22,sentBlocks\SentenceStim\S3_AI_22_rs.wav,ur,23,sentBlocks\SentenceStim\S3_AI_22_ur.wav,mp,21,sentBlocks\SentenceStim\S3_AI_22_mp.wav,rs,22,sentBlocks\SentenceStim\S3_AI_22_rs.wav,ur,23,sentBlocks\SentenceStim\S3_AI_22_ur.wav
AM,AM2,S3,AI,26,AM_B4,life,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,ur,23,sentBlocks\SentenceStim\S3_AI_26_ur.wav,mp,21,sentBlocks\SentenceStim\S3_AI_26_mp.wav,rs,22,sentBlocks\SentenceStim\S3_AI_26_rs.wav,ur,23,sentBlocks\SentenceStim\S3_AI_26_ur.wav,mp,21,sentBlocks\SentenceStim\S3_AI_26_mp.wav,rs,22,sentBlocks\SentenceStim\S3_AI_26_rs.wav
AM,AM3,S4,filler,2,AM_B4,books,Does she read a lot of novels?,0,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,hc,37,sentBlocks\SentenceStim\S4_filler_02_hc.wav,hc,37,sentBlocks\SentenceStim\S4_filler_02_hc.wav,hc,37,sentBlocks\SentenceStim\S4_filler_02_hc.wav,lc,38,sentBlocks\SentenceStim\S4_filler_02_lc.wav,lc,38,sentBlocks\SentenceStim\S4_filler_02_lc.wav,lc,38,sentBlocks\SentenceStim\S4_filler_02_lc.wav
AM,AM3,S4,filler,3,AM_B4,chase,Does she mind long-winded conversations?,1,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,hc,37,sentBlocks\SentenceStim\S4_filler_03_hc.wav,hc,37,sentBlocks\SentenceStim\S4_filler_03_hc.wav,hc,37,sentBlocks\SentenceStim\S4_filler_03_hc.wav,lc,38,sentBlocks\SentenceStim\S4_filler_03_lc.wav,lc,38,sentBlocks\SentenceStim\S4_filler_03_lc.wav,lc,38,sentBlocks\SentenceStim\S4_filler_03_lc.wav
AM,AM3,S4,filler,7,AM_B4,jokes,Does she like stand-up comedy?,1,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,hc,37,sentBlocks\SentenceStim\S4_filler_07_hc.wav,hc,37,sentBlocks\SentenceStim\S4_filler_07_hc.wav,hc,37,sentBlocks\SentenceStim\S4_filler_07_hc.wav,lc,38,sentBlocks\SentenceStim\S4_filler_07_lc.wav,lc,38,sentBlocks\SentenceStim\S4_filler_07_lc.wav,lc,38,sentBlocks\SentenceStim\S4_filler_07_lc.wav
AM,AM3,S4,AU,13,AM_B4,house,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,rs,35,sentBlocks\SentenceStim\S4_AU_13_rs.wav,ur,36,sentBlocks\SentenceStim\S4_AU_13_ur.wav,mp,34,sentBlocks\SentenceStim\S4_AU_13_mp.wav,rs,35,sentBlocks\SentenceStim\S4_AU_13_rs.wav,ur,36,sentBlocks\SentenceStim\S4_AU_13_ur.wav,mp,34,sentBlocks\SentenceStim\S4_AU_13_mp.wav
AM,AM3,S4,AU,17,AM_B4,south,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,mp,34,sentBlocks\SentenceStim\S4_AU_17_mp.wav,rs,35,sentBlocks\SentenceStim\S4_AU_17_rs.wav,ur,36,sentBlocks\SentenceStim\S4_AU_17_ur.wav,mp,34,sentBlocks\SentenceStim\S4_AU_17_mp.wav,rs,35,sentBlocks\SentenceStim\S4_AU_17_rs.wav,ur,36,sentBlocks\SentenceStim\S4_AU_17_ur.wav
