nationality,list,talker,vowel,sentNum,blockName,word,ques,correctAns,photo1,photo2,stimTypeA,triggerA,sentA,stimTypeB,triggerB,sentB,stimTypeC,triggerC,sentC,stimTypeD,triggerD,sentD,stimTypeE,triggerE,sentE,stimTypeF,triggerF,sentF
AM,AM1,S2,filler,1,AM_B3,bake,Does she like to eat cookies?,1,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,hc,17,sentBlocks\SentenceStim\S2_filler_01_hc.wav,hc,17,sentBlocks\SentenceStim\S2_filler_01_hc.wav,hc,17,sentBlocks\SentenceStim\S2_filler_01_hc.wav,lc,18,sentBlocks\SentenceStim\S2_filler_01_lc.wav,lc,18,sentBlocks\SentenceStim\S2_filler_01_lc.wav,lc,18,sentBlocks\SentenceStim\S2_filler_01_lc.wav
AM,AM1,S2,filler,3,AM_B3,book,Does she go out on her days off?,0,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,hc,17,sentBlocks\SentenceStim\S2_filler_03_hc.wav,hc,17,sentBlocks\SentenceStim\S2_filler_03_hc.wav,hc,17,sentBlocks\SentenceStim\S2_filler_03_hc.wav,lc,18,sentBlocks\SentenceStim\S2_filler_03_lc.wav,lc,18,sentBlocks\SentenceStim\S2_filler_03_lc.wav,lc,18,sentBlocks\SentenceStim\S2_filler_03_lc.wav
AM,AM1,S2,filler,4,AM_B3,curry,Is she very flexible?,1,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,lc,18,sentBlocks\SentenceStim\S2_filler_04_lc.wav,lc,18,sentBlocks\SentenceStim\S2_filler_04_lc.wav,lc,18,sentBlocks\SentenceStim\S2_filler_04_lc.wav,hc,17,sentBlocks\SentenceStim\S2_filler_04_hc.wav,hc,17,sentBlocks\SentenceStim\S2_filler_04_hc.wav,hc,17,sentBlocks\SentenceStim\S2_filler_04_hc.wav
AM,AM1,S2,filler,5,AM_B3,chalk,Is she picky about food?,0,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,lc,18,sentBlocks\SentenceStim\S2_filler_05_lc.wav,lc,18,sentBlocks\SentenceStim\S2_filler_05_lc.wav,lc,18,sentBlocks\SentenceStim\S2_filler_05_lc.wav,hc,17,sentBlocks\SentenceStim\S2_filler_05_hc.wav,hc,17,sentBlocks\SentenceStim\S2_filler_05_hc.wav,hc,17,sentBlocks\SentenceStim\S2_filler_05_hc.wav
AM,AM1,S2,AU,11,AM_B3,house,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,mp,14,sentBlocks\SentenceStim\S2_AU_11_mp.wav,rs,15,sentBlocks\SentenceStim\S2_AU_11_rs.wav,ur,16,sentBlocks\SentenceStim\S2_AU_11_ur.wav,mp,14,sentBlocks\SentenceStim\S2_AU_11_mp.wav,rs,15,sentBlocks\SentenceStim\S2_AU_11_rs.wav,ur,16,sentBlocks\SentenceStim\S2_AU_11_ur.wav
AM,AM1,S2,AU,13,AM_B3,mouth,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,ur,16,sentBlocks\SentenceStim\S2_AU_13_ur.wav,mp,14,sentBlocks\SentenceStim\S2_AU_13_mp.wav,rs,15,sentBlocks\SentenceStim\S2_AU_13_rs.wav,ur,16,sentBlocks\SentenceStim\S2_AU_13_ur.wav,mp,14,sentBlocks\SentenceStim\S2_AU_13_mp.wav,rs,15,sentBlocks\SentenceStim\S2_AU_13_rs.wav
AM,AM1,S2,AU,19,AM_B3,workout,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,rs,15,sentBlocks\SentenceStim\S2_AU_19_rs.wav,ur,16,sentBlocks\SentenceStim\S2_AU_19_ur.wav,mp,14,sentBlocks\SentenceStim\S2_AU_19_mp.wav,rs,15,sentBlocks\SentenceStim\S2_AU_19_rs.wav,ur,16,sentBlocks\SentenceStim\S2_AU_19_ur.wav,mp,14,sentBlocks\SentenceStim\S2_AU_19_mp.wav
AM,AM1,S2,AI,21,AM_B3,advice,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,mp,11,sentBlocks\SentenceStim\S2_AI_21_mp.wav,rs,12,sentBlocks\SentenceStim\S2_AI_21_rs.wav,ur,13,sentBlocks\SentenceStim\S2_AI_21_ur.wav,mp,11,sentBlocks\SentenceStim\S2_AI_21_mp.wav,rs,12,sentBlocks\SentenceStim\S2_AI_21_rs.wav,ur,13,sentBlocks\SentenceStim\S2_AI_21_ur.wav
AM,AM2,S3,filler,10,AM_B3,thank-you,Does she open the door for other people?,1,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,hc,27,sentBlocks\SentenceStim\S3_filler_10_hc.wav,hc,27,sentBlocks\SentenceStim\S3_filler_10_hc.wav,hc,27,sentBlocks\SentenceStim\S3_filler_10_hc.wav,lc,28,sentBlocks\SentenceStim\S3_filler_10_lc.wav,lc,28,sentBlocks\SentenceStim\S3_filler_10_lc.wav,lc,28,sentBlocks\SentenceStim\S3_filler_10_lc.wav
AM,AM2,S3,AU,12,AM_B3,house,na,na,sentBlocks\FacePrime\US_face_1.png,sentBlocks\FacePrime\US_face_2.png,ur,26,sentBlocks\SentenceStim\S3_AU_12_ur.wav,mp,24,sentBlocks\SentenceStim\S3_AU_12_mp.wav,rs,25,sentBlocks\SentenceStim\S3_AU_12_rs.wav,ur,26,sentBlocks\SentenceStim\S3_AU_12_ur.wav,mp,24,sentBlocks\SentenceStim\S3_AU_12_mp.wav,rs,25,sentBlocks\SentenceStim\S3_AU_12_rs.wav
