"rt","url","trial_role","trial_type","trial_index","time_elapsed","internal_node_id","participantId","conditionId","view_history","stimulus","key_press","button_pressed","correct_answer","correct_response","success","vowel","wordStim","speaker","sentNum","order","step","speakerIdentity","speakerGuise","guiseName","raised_answer","key_response","raised_response"
"33237.47000005096","micr.axb.consent.html","consent","external-html","0","33389","0.0-0.0","5a412f0b99311d0001df431e","condC","","","","","","","","","","","","","","","","","","",""
"22894.949999987148","","instructions","instructions","1","56288","0.0-1.0","5a412f0b99311d0001df431e","condC","[{""page_index"":0,""viewing_time"":11137.684999965131},{""page_index"":1,""viewing_time"":5727.534999954514},{""page_index"":2,""viewing_time"":6029.17500003241}]","","","","","","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","2","56789","0.0-2.0-0.0-0.0","5a412f0b99311d0001df431e","condC","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","",""
"5114.560000016354","","tonetest","audio-button-response","3","61906","0.0-2.0-0.0-1.0","5a412f0b99311d0001df431e","condC","","../../src/audio/toneTest_5.wav","","0","0","true","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","4","62410","0.0-2.0-0.0-0.1","5a412f0b99311d0001df431e","condC","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","",""
"4431.884999969043","","tonetest","audio-button-response","5","66843","0.0-2.0-0.0-1.1","5a412f0b99311d0001df431e","condC","","../../src/audio/toneTest_5.wav","","0","0","true","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","6","67347","0.0-2.0-0.0-0.2","5a412f0b99311d0001df431e","condC","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","",""
"3934.7299999790266","","tonetest","audio-button-response","7","71283","0.0-2.0-0.0-1.2","5a412f0b99311d0001df431e","condC","","../../src/audio/toneTest_2.wav","","1","1","true","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","8","71785","0.0-2.0-0.0-0.3","5a412f0b99311d0001df431e","condC","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","",""
"4433.779999963008","","tonetest","audio-button-response","9","76219","0.0-2.0-0.0-1.3","5a412f0b99311d0001df431e","condC","","../../src/audio/toneTest_1.wav","","2","2","true","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","10","76720","0.0-2.0-0.0-0.4","5a412f0b99311d0001df431e","condC","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","",""
"4458.474999992177","","tonetest","audio-button-response","11","81180","0.0-2.0-0.0-1.4","5a412f0b99311d0001df431e","condC","","../../src/audio/toneTest_5.wav","","0","0","true","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","12","81681","0.0-2.0-0.0-0.5","5a412f0b99311d0001df431e","condC","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","","","",""
"5489.584999973886","","tonetest","audio-button-response","13","87172","0.0-2.0-0.0-1.5","5a412f0b99311d0001df431e","condC","","../../src/audio/toneTest_6.wav","","0","0","true","","","","","","","","","","","","",""
"5169.204999925569","","instructions","html-keyboard-response","14","92342","0.0-2.0-1.0-0.0","5a412f0b99311d0001df431e","condC","","<div class=""vertical-center""><p><b>Your score was 6/6.</b></p><p>If you scored below 5, please ensure that you are wearing properly functioning headphones and in a quiet location free of distractions. Then, press SPACE to repeat the audio test. </p><p><i>If you scored 5 or above, press SPACE to continue to the main experiment.</i></p></div>","32","","","","","","","","","","","","","","","",""
"","","","fullscreen","15","94760","0.0-3.0","5a412f0b99311d0001df431e","condC","","","","","","","true","","","","","","","","","","","",""
"18574.5599999791","","instructions","instructions","16","113336","0.0-4.0","5a412f0b99311d0001df431e","condC","[{""page_index"":0,""viewing_time"":18574.430000036955}]","","","","","","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","17","113839","0.0-5.0-0.0","5a412f0b99311d0001df431e","condC","","<div class=""vertical-center"" style='width:60%;'><p style='font-weight:bold;'>Does the middle word sound more like the first word (A) or the last word (B)?</p> <br> <div class=""container""> <div id=""a-box""> <p class=""title-text"">A</h3></p> </div> <div id=""x-box""> <p class=""title-text"">X<p> </div> <div id=""b-box""> <p class=""title-text"">B</p></div> <br> <div style='float: left;padding-left:30px;'><p>Press '1' for A</p></div><div style='float: right;padding-right:30px;'><p>Press '0' for B</p> </div> </div></div>","null","","","","","","","","","","","","","","","",""
"3461","","practice","audio-keyboard-response","18","117301","0.0-5.0-1.0","5a412f0b99311d0001df431e","condC","","resources/audio/practiceStim/S1_AU_14_axb_Step-6.wav","48","","","","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","19","118305","0.0-5.0-0.1","5a412f0b99311d0001df431e","condC","","<div class=""vertical-center"" style='width:60%;'><p style='font-weight:bold;'>Does the middle word sound more like the first word (A) or the last word (B)?</p> <br> <div class=""container""> <div id=""a-box""> <p class=""title-text"">A</h3></p> </div> <div id=""x-box""> <p class=""title-text"">X<p> </div> <div id=""b-box""> <p class=""title-text"">B</p></div> <br> <div style='float: left;padding-left:30px;'><p>Press '1' for A</p></div><div style='float: right;padding-right:30px;'><p>Press '0' for B</p> </div> </div></div>","null","","","","","","","","","","","","","","","",""
"3024","","practice","audio-keyboard-response","20","121329","0.0-5.0-1.1","5a412f0b99311d0001df431e","condC","","resources/audio/practiceStim/S1_AI_21_bxa_Step-6.wav","48","","","","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","21","122336","0.0-5.0-0.2","5a412f0b99311d0001df431e","condC","","<div class=""vertical-center"" style='width:60%;'><p style='font-weight:bold;'>Does the middle word sound more like the first word (A) or the last word (B)?</p> <br> <div class=""container""> <div id=""a-box""> <p class=""title-text"">A</h3></p> </div> <div id=""x-box""> <p class=""title-text"">X<p> </div> <div id=""b-box""> <p class=""title-text"">B</p></div> <br> <div style='float: left;padding-left:30px;'><p>Press '1' for A</p></div><div style='float: right;padding-right:30px;'><p>Press '0' for B</p> </div> </div></div>","null","","","","","","","","","","","","","","","",""
