"rt","url","trial_role","trial_type","trial_index","time_elapsed","internal_node_id","participantId","condition","view_history","stimulus","key_press","button_pressed","correct_answer","correct_response","success","vowel","wordStim","speaker","sentNum","order","step","speakerIdentity","raised_answer","key_response","raised_response"
"7566.509999800473","micr.con.consent.html","consent","external-html","0","7733","0.0-0.0","5aedec6e76b763000132f75e","condB","","","","","","","","","","","","","","","","",""
"52393.26500007883","","instructions","instructions","1","60131","0.0-1.0","5aedec6e76b763000132f75e","condB","[{""page_index"":0,""viewing_time"":13311.615000013262},{""page_index"":1,""viewing_time"":8313.11499979347},{""page_index"":2,""viewing_time"":30767.220000270754}]","","","","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","2","60634","0.0-2.0-0.0","5aedec6e76b763000132f75e","condB","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","",""
"7548.889999743551","","tonetest","audio-button-response","3","68187","0.0-2.0-1.0","5aedec6e76b763000132f75e","condB","","../../src/audio/toneTest_4.wav","","2","1","false","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","4","68690","0.0-2.0-0.1","5aedec6e76b763000132f75e","condB","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","",""
"5424.529999960214","","tonetest","audio-button-response","5","74117","0.0-2.0-1.1","5aedec6e76b763000132f75e","condB","","../../src/audio/toneTest_1.wav","","2","2","true","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","6","74620","0.0-2.0-0.2","5aedec6e76b763000132f75e","condB","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","",""
"5099.770000204444","","tonetest","audio-button-response","7","79722","0.0-2.0-1.2","5aedec6e76b763000132f75e","condB","","../../src/audio/toneTest_6.wav","","0","0","true","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","8","80224","0.0-2.0-0.3","5aedec6e76b763000132f75e","condB","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","",""
"4665.129999630153","","tonetest","audio-button-response","9","84891","0.0-2.0-1.3","5aedec6e76b763000132f75e","condB","","../../src/audio/toneTest_6.wav","","0","0","true","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","10","85394","0.0-2.0-0.4","5aedec6e76b763000132f75e","condB","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","",""
"5523.33000022918","","tonetest","audio-button-response","11","90920","0.0-2.0-1.4","5aedec6e76b763000132f75e","condB","","../../src/audio/toneTest_3.wav","","2","2","true","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","12","91423","0.0-2.0-0.5","5aedec6e76b763000132f75e","condB","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","",""
"7270.5350001342595","","tonetest","audio-button-response","13","98696","0.0-2.0-1.5","5aedec6e76b763000132f75e","condB","","../../src/audio/toneTest_4.wav","","0","1","false","","","","","","","","","","",""
"9660.295000299811","","instructions","html-keyboard-response","14","108359","0.0-3.0","5aedec6e76b763000132f75e","condB","","<div class=""vertical-center""><p><b>Your score was 4/6.</b></p><p>If you scored below 6, please ensure that you are wearing headphones and in a quiet location free of distractions.</p><p><i>To continue to the main experiment, press SPACE.</i></p></div>","32","","","","","","","","","","","","","",""
"","","","fullscreen","15","111586","0.0-4.0","5aedec6e76b763000132f75e","condB","","","","","","","true","","","","","","","","","",""
"4834.460000041872","","instructions","instructions","16","116422","0.0-5.0","5aedec6e76b763000132f75e","condB","[{""page_index"":0,""viewing_time"":4834.204999729991}]","","","","","","","","","","","","","","","",""
