"rt","url","trial_role","trial_type","trial_index","time_elapsed","internal_node_id","participantId","condition","view_history","stimulus","key_press","button_pressed","correct_answer","correct_response","success","vowel","wordStim","speaker","sentNum","order","step","speakerIdentity","raised_answer","key_response","raised_response"
"26580.870000005234","micr.con.consent.html","consent","external-html","0","26629","0.0-0.0","5f32aab12a9f82000854c3ea","condA","","","","","","","","","","","","","","","","",""
"89608.79999998724","","instructions","instructions","1","116243","0.0-1.0","5f32aab12a9f82000854c3ea","condA","[{""page_index"":0,""viewing_time"":62079.68999998411},{""page_index"":1,""viewing_time"":8552.03999998048},{""page_index"":2,""viewing_time"":18976.315000036266}]","","","","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","2","116748","0.0-2.0-0.0","5f32aab12a9f82000854c3ea","condA","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","",""
"4657.080000033602","","tonetest","audio-button-response","3","121416","0.0-2.0-1.0","5f32aab12a9f82000854c3ea","condA","","../../src/audio/toneTest_3.wav","","2","2","true","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","4","121919","0.0-2.0-0.1","5f32aab12a9f82000854c3ea","condA","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","",""
"4494.895000010729","","tonetest","audio-button-response","5","126419","0.0-2.0-1.1","5f32aab12a9f82000854c3ea","condA","","../../src/audio/toneTest_4.wav","","1","1","true","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","6","126923","0.0-2.0-0.2","5f32aab12a9f82000854c3ea","condA","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","",""
"4444.099999964237","","tonetest","audio-button-response","7","131377","0.0-2.0-1.2","5f32aab12a9f82000854c3ea","condA","","../../src/audio/toneTest_3.wav","","2","2","true","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","8","131883","0.0-2.0-0.3","5f32aab12a9f82000854c3ea","condA","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","",""
"4489.090000046417","","tonetest","audio-button-response","9","136379","0.0-2.0-1.3","5f32aab12a9f82000854c3ea","condA","","../../src/audio/toneTest_4.wav","","1","1","true","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","10","136881","0.0-2.0-0.4","5f32aab12a9f82000854c3ea","condA","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","",""
"4265.475000021979","","tonetest","audio-button-response","11","141152","0.0-2.0-1.4","5f32aab12a9f82000854c3ea","condA","","../../src/audio/toneTest_1.wav","","2","2","true","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","12","141657","0.0-2.0-0.5","5f32aab12a9f82000854c3ea","condA","","<div class=""vertical-center"" style=""font-size:60px;"">+</div>","null","","","","","","","","","","","","","",""
"3769.8749999981374","","tonetest","audio-button-response","13","145430","0.0-2.0-1.5","5f32aab12a9f82000854c3ea","condA","","../../src/audio/toneTest_2.wav","","1","1","true","","","","","","","","","","",""
"6348.445000010543","","instructions","html-keyboard-response","14","151781","0.0-3.0","5f32aab12a9f82000854c3ea","condA","","<div class=""vertical-center""><p><b>Your score was 6/6.</b></p><p>If you scored below 6, please ensure that you are wearing properly functioning headphones and in a quiet location free of distractions.</p><p><i>To continue to the main experiment, press SPACE.</i></p></div>","32","","","","","","","","","","","","","",""
"","","","fullscreen","15","157871","0.0-4.0","5f32aab12a9f82000854c3ea","condA","","","","","","","true","","","","","","","","","",""
"31426.34000000544","","instructions","instructions","16","189302","0.0-5.0","5f32aab12a9f82000854c3ea","condA","[{""page_index"":0,""viewing_time"":31424.79000001913}]","","","","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","17","189807","0.0-6.0-0.0","5f32aab12a9f82000854c3ea","condA","","<div class=""vertical-center"" style='width:60%;'><p style='font-weight:bold;'>Does the middle word sound more like the first word (A) or the last word (B)?</p> <br> <div class=""container""> <div id=""a-box""> <p class=""title-text"">A</h3></p> </div> <div id=""x-box""> <p class=""title-text"">X<p> </div> <div id=""b-box""> <p class=""title-text"">B</p></div> <br> <div style='float: left;padding-left:30px;'><p>Press '1' for A</p></div><div style='float: right;padding-right:30px;'><p>Press '0' for B</p> </div> </div></div>","null","","","","","","","","","","","","","",""
"5371","","practice","audio-keyboard-response","18","195219","0.0-6.0-1.0","5f32aab12a9f82000854c3ea","condA","","resources/audio/practiceStim/S1_AI_21_axb_Step-6.wav","49","","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","19","196224","0.0-6.0-0.1","5f32aab12a9f82000854c3ea","condA","","<div class=""vertical-center"" style='width:60%;'><p style='font-weight:bold;'>Does the middle word sound more like the first word (A) or the last word (B)?</p> <br> <div class=""container""> <div id=""a-box""> <p class=""title-text"">A</h3></p> </div> <div id=""x-box""> <p class=""title-text"">X<p> </div> <div id=""b-box""> <p class=""title-text"">B</p></div> <br> <div style='float: left;padding-left:30px;'><p>Press '1' for A</p></div><div style='float: right;padding-right:30px;'><p>Press '0' for B</p> </div> </div></div>","null","","","","","","","","","","","","","",""
"3589","","practice","audio-keyboard-response","20","199815","0.0-6.0-1.1","5f32aab12a9f82000854c3ea","condA","","resources/audio/practiceStim/S1_AU_14_axb_Step-6.wav","48","","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","21","200821","0.0-6.0-0.2","5f32aab12a9f82000854c3ea","condA","","<div class=""vertical-center"" style='width:60%;'><p style='font-weight:bold;'>Does the middle word sound more like the first word (A) or the last word (B)?</p> <br> <div class=""container""> <div id=""a-box""> <p class=""title-text"">A</h3></p> </div> <div id=""x-box""> <p class=""title-text"">X<p> </div> <div id=""b-box""> <p class=""title-text"">B</p></div> <br> <div style='float: left;padding-left:30px;'><p>Press '1' for A</p></div><div style='float: right;padding-right:30px;'><p>Press '0' for B</p> </div> </div></div>","null","","","","","","","","","","","","","",""
"2859","","practice","audio-keyboard-response","22","203692","0.0-6.0-1.2","5f32aab12a9f82000854c3ea","condA","","resources/audio/practiceStim/S1_AU_14_bxa_Step-6.wav","49","","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","23","204697","0.0-6.0-0.3","5f32aab12a9f82000854c3ea","condA","","<div class=""vertical-center"" style='width:60%;'><p style='font-weight:bold;'>Does the middle word sound more like the first word (A) or the last word (B)?</p> <br> <div class=""container""> <div id=""a-box""> <p class=""title-text"">A</h3></p> </div> <div id=""x-box""> <p class=""title-text"">X<p> </div> <div id=""b-box""> <p class=""title-text"">B</p></div> <br> <div style='float: left;padding-left:30px;'><p>Press '1' for A</p></div><div style='float: right;padding-right:30px;'><p>Press '0' for B</p> </div> </div></div>","null","","","","","","","","","","","","","",""
"4899","","practice","audio-keyboard-response","24","209611","0.0-6.0-1.3","5f32aab12a9f82000854c3ea","condA","","resources/audio/practiceStim/S1_AI_21_bxa_Step-6.wav","49","","","","","","","","","","","","","",""
"1723.409999976866","","instructions","instructions","25","211838","0.0-7.0","5f32aab12a9f82000854c3ea","condA","[{""page_index"":0,""viewing_time"":1722.7500000153668}]","","","","","","","","","","","","","","","",""
"null","","fixation","html-keyboard-response","26","212344","0.0-8.0-0.0","5f32aab12a9f82000854c3ea","condA","","<div class=""vertical-center"" style='width:60%;'><p style='font-weight:bold;'>Does the middle word sound more like the first word (A) or the last word (B)?</p> <br> <div class=""container""> <div id=""a-box""> <p class=""title-text"">A</h3></p> </div> <div id=""x-box""> <p class=""title-text"">X<p> </div> <div id=""b-box""> <p class=""title-text"">B</p></div> <br> <div style='float: left;padding-left:30px;'><p>Press '1' for A</p></div><div style='float: right;padding-right:30px;'><p>Press '0' for B</p> </div> </div></div>","null","","","","","","","","","","","","","",""
"3888","","test","audio-keyboard-response","27","216234","0.0-8.0-1.0","5f32aab12a9f82000854c3ea","condA","","resources/audio/wordStim/S3_AU_16_axb_Step-3.wav","49","","","","","AU","resources/audio/wordStim/S3_AU_16_axb_Step-3.wav","S3","16","axb","3","MI","0","1","false"
"null","","fixation","html-keyboard-response","28","217243","0.0-8.0-0.1","5f32aab12a9f82000854c3ea","condA","","<div class=""vertical-center"" style='width:60%;'><p style='font-weight:bold;'>Does the middle word sound more like the first word (A) or the last word (B)?</p> <br> <div class=""container""> <div id=""a-box""> <p class=""title-text"">A</h3></p> </div> <div id=""x-box""> <p class=""title-text"">X<p> </div> <div id=""b-box""> <p class=""title-text"">B</p></div> <br> <div style='float: left;padding-left:30px;'><p>Press '1' for A</p></div><div style='float: right;padding-right:30px;'><p>Press '0' for B</p> </div> </div></div>","null","","","","","","","","","","","","","",""
